WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1991-03-14,1002,minute.maid,10089,1,2.66,26836.74
1991-03-21,1002,minute.maid,18327,1,2.06,37753.62
1991-03-28,1002,minute.maid,18984,1,1.99,37778.159999999996
1991-04-04,1002,minute.maid,16744,1,2.53,42362.32
1991-04-11,1002,minute.maid,18368,1,2.62,48124.16
1991-04-18,1002,minute.maid,15724,1,2.46,38681.04
1991-04-25,1002,minute.maid,19047,1,2.29,43617.63
1991-05-02,1002,minute.maid,15357,1,2.57,39467.49
1991-05-09,1002,minute.maid,14066,1,2.64,37134.240000000005
1991-05-16,1002,minute.maid,9867,1,2.52,24864.84
1991-05-23,1002,minute.maid,9834,1,2.08,20454.72
1991-05-30,1002,minute.maid,11172,1,2.2,24578.4
1991-06-06,1002,minute.maid,12260,1,2.49,30527.4
1991-06-13,1002,minute.maid,10698,1,2.58,27600.84
1991-06-20,1002,minute.maid,14893,1,2.07,30828.51
1991-06-27,1002,minute.maid,15818,1,2.0,31636.0
1991-07-04,1002,minute.maid,9001,1,2.26,20342.26
1991-07-11,1002,minute.maid,9482,1,2.01,19058.82
1991-07-18,1002,minute.maid,18290,1,2.48,45359.2
1991-07-25,1002,minute.maid,16851,1,2.16,36398.16
1991-08-01,1002,minute.maid,18416,1,2.15,39594.4
1991-08-08,1002,minute.maid,13458,1,1.95,26243.1
1991-08-15,1002,minute.maid,18298,1,2.51,45927.979999999996
1991-08-22,1002,minute.maid,18261,1,2.14,39078.54
1991-08-29,1002,minute.maid,9931,1,2.61,25919.91
1991-09-05,1002,minute.maid,18468,1,1.91,35273.88
1991-09-12,1002,minute.maid,13329,1,2.2,29323.800000000003
1991-09-19,1002,minute.maid,15136,1,2.45,37083.200000000004
1991-09-26,1002,minute.maid,10319,1,2.63,27138.969999999998
1991-10-03,1002,minute.maid,15311,1,2.55,39043.049999999996
1991-10-10,1002,minute.maid,16104,1,2.46,39615.84
1991-10-17,1002,minute.maid,11439,1,2.3,26309.699999999997
1991-10-24,1002,minute.maid,19438,1,1.9,36932.2
1991-10-31,1002,minute.maid,18534,1,2.15,39848.1
1991-11-07,1002,minute.maid,19405,1,1.96,38033.8
1991-11-14,1002,minute.maid,16080,1,1.99,31999.2
1991-11-21,1002,minute.maid,14546,1,2.45,35637.700000000004
1991-11-28,1002,minute.maid,17670,1,2.56,45235.200000000004
1991-12-05,1002,minute.maid,9147,1,1.97,18019.59
1991-12-12,1002,minute.maid,19828,1,2.06,40845.68
1991-12-19,1002,minute.maid,10126,1,2.45,24808.7
1991-12-26,1002,minute.maid,15475,1,2.47,38223.25
1992-01-02,1002,minute.maid,19480,1,2.3,44804.0
1992-01-09,1002,minute.maid,19729,1,2.0,39458.0
1992-01-16,1002,minute.maid,10396,1,1.92,19960.32
1992-01-23,1002,minute.maid,14273,1,1.94,27689.62
1992-01-30,1002,minute.maid,17914,1,2.5,44785.0
1992-02-06,1002,minute.maid,17116,1,2.64,45186.240000000005
1992-02-13,1002,minute.maid,11531,1,2.42,27905.02
1992-02-20,1002,minute.maid,18774,1,2.37,44494.380000000005
1992-02-27,1002,minute.maid,13213,1,2.45,32371.850000000002
1992-03-05,1002,minute.maid,10812,1,1.9,20542.8
1992-03-12,1002,minute.maid,17436,1,2.0,34872.0
1992-03-19,1002,minute.maid,11033,1,2.66,29347.780000000002
1992-03-26,1002,minute.maid,11729,1,2.16,25334.640000000003
1992-04-02,1002,minute.maid,14174,1,2.66,37702.840000000004
1992-04-09,1002,minute.maid,19996,1,2.23,44591.08
1992-04-16,1002,minute.maid,17669,1,2.55,45055.95
1992-04-23,1002,minute.maid,15565,1,2.47,38445.55
1992-04-30,1002,minute.maid,18579,1,2.13,39573.27
1992-05-07,1002,minute.maid,19337,1,2.21,42734.77
1992-05-14,1002,minute.maid,12807,1,2.1,26894.7
1992-05-21,1002,minute.maid,13571,1,2.58,35013.18
1992-05-28,1002,minute.maid,15677,1,2.45,38408.65
1992-06-04,1002,minute.maid,16338,1,2.15,35126.7
1992-06-11,1002,minute.maid,12229,1,1.91,23357.39
1992-06-18,1002,minute.maid,13551,1,2.6,35232.6
1992-06-25,1002,minute.maid,11855,1,2.5,29637.5
1992-07-02,1002,minute.maid,16588,1,2.54,42133.520000000004
1992-07-09,1002,minute.maid,13051,1,2.4,31322.399999999998
1992-07-16,1002,minute.maid,10316,1,2.44,25171.04
1992-07-23,1002,minute.maid,12985,1,2.19,28437.149999999998
1992-07-30,1002,minute.maid,11133,1,2.6,28945.8
1992-08-06,1002,minute.maid,11646,1,2.26,26319.96
1992-08-13,1002,minute.maid,14226,1,2.29,32577.54
1992-08-20,1002,minute.maid,9893,1,2.63,26018.59
1992-08-27,1002,minute.maid,13265,1,2.09,27723.85
1992-09-03,1002,minute.maid,11078,1,2.17,24039.26
1992-09-10,1002,minute.maid,15127,1,2.01,30405.269999999997
1992-09-17,1002,minute.maid,12937,1,2.65,34283.049999999996
1992-09-24,1002,minute.maid,15294,1,2.35,35940.9
1992-10-01,1002,minute.maid,11716,1,2.34,27415.44
