WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1991-07-11,1000,dominicks,9679,1,1.9,18390.1
1991-07-18,1000,dominicks,10805,1,2.49,26904.45
1991-07-25,1000,dominicks,14601,1,2.15,31392.149999999998
1991-08-01,1000,dominicks,18032,1,2.09,37686.88
1991-08-08,1000,dominicks,13433,1,2.47,33179.51
1991-08-15,1000,dominicks,18181,1,2.06,37452.86
1991-08-22,1000,dominicks,15197,1,2.07,31457.789999999997
1991-08-29,1000,dominicks,19107,1,2.39,45665.73
1991-09-05,1000,dominicks,15199,1,2.43,36933.57
1991-09-12,1000,dominicks,15091,1,2.31,34860.21
1991-09-19,1000,dominicks,17187,1,2.5,42967.5
1991-09-26,1000,dominicks,13280,1,2.46,32668.8
1991-10-03,1000,dominicks,16936,1,1.95,33025.2
1991-10-10,1000,dominicks,19285,1,2.67,51490.95
1991-10-17,1000,dominicks,18797,1,2.11,39661.67
1991-10-24,1000,dominicks,10617,1,1.98,21021.66
1991-10-31,1000,dominicks,18327,1,2.61,47833.47
1991-11-07,1000,dominicks,14849,1,2.36,35043.64
1991-11-14,1000,dominicks,18326,1,2.56,46914.56
1991-11-21,1000,dominicks,19307,1,2.2,42475.4
1991-11-28,1000,dominicks,19544,1,2.55,49837.2
1991-12-05,1000,dominicks,13277,1,2.08,27616.16
1991-12-12,1000,dominicks,18329,1,2.57,47105.53
1991-12-19,1000,dominicks,10613,1,2.46,26107.98
1991-12-26,1000,dominicks,10700,1,2.1,22470.0
1992-01-02,1000,dominicks,18495,1,1.95,36065.25
1992-01-09,1000,dominicks,14136,1,2.48,35057.28
1992-01-16,1000,dominicks,16020,1,2.33,37326.6
1992-01-23,1000,dominicks,12429,1,2.63,32688.27
1992-01-30,1000,dominicks,15865,1,2.24,35537.600000000006
1992-02-06,1000,dominicks,14053,1,2.25,31619.25
1992-02-13,1000,dominicks,17590,1,2.23,39225.7
1992-02-20,1000,dominicks,13415,1,2.56,34342.4
1992-02-27,1000,dominicks,15725,1,2.45,38526.25
1992-03-05,1000,dominicks,18706,1,2.18,40779.08
1992-03-12,1000,dominicks,16991,1,2.16,36700.560000000005
1992-03-19,1000,dominicks,16432,1,2.49,40915.68
1992-03-26,1000,dominicks,12393,1,2.22,27512.460000000003
1992-04-02,1000,dominicks,12816,1,2.13,27298.079999999998
1992-04-09,1000,dominicks,17969,1,2.66,47797.54
1992-04-16,1000,dominicks,14355,1,2.03,29140.649999999998
1992-04-23,1000,dominicks,13731,1,2.39,32817.090000000004
1992-04-30,1000,dominicks,13437,1,2.27,30501.99
1992-05-07,1000,dominicks,9472,1,2.66,25195.52
1992-05-14,1000,dominicks,19571,1,2.28,44621.88
1992-05-21,1000,dominicks,19668,1,1.97,38745.96
1992-05-28,1000,dominicks,9130,1,2.4,21912.0
1992-06-04,1000,dominicks,11225,1,2.47,27725.750000000004
1992-06-11,1000,dominicks,14025,1,2.53,35483.25
1992-06-18,1000,dominicks,16433,1,2.44,40096.52
1992-06-25,1000,dominicks,16962,1,1.93,32736.66
1992-07-02,1000,dominicks,10222,1,2.64,26986.08
1992-07-09,1000,dominicks,18117,1,2.06,37321.020000000004
1992-07-16,1000,dominicks,11754,1,2.53,29737.62
1992-07-23,1000,dominicks,13080,1,2.02,26421.6
1992-07-30,1000,dominicks,19628,1,2.17,42592.76
1992-08-06,1000,dominicks,9419,1,2.38,22417.219999999998
1992-08-13,1000,dominicks,11694,1,2.11,24674.34
1992-08-20,1000,dominicks,14531,1,2.35,34147.85
1992-08-27,1000,dominicks,18439,1,2.6,47941.4
1992-09-03,1000,dominicks,11137,1,2.45,27285.65
1992-09-10,1000,dominicks,13129,1,2.29,30065.41
1992-09-17,1000,dominicks,11310,1,1.92,21715.2
1992-09-24,1000,dominicks,13235,1,2.45,32425.750000000004
1992-10-01,1000,dominicks,12244,1,1.93,23630.92
