WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1991-08-22,1002,dominicks,16037,1,2.44,39130.28
1991-08-29,1002,dominicks,18345,1,2.34,42927.299999999996
1991-09-05,1002,dominicks,11430,1,2.62,29946.600000000002
1991-09-12,1002,dominicks,19877,1,2.29,45518.33
1991-09-19,1002,dominicks,15142,1,2.3,34826.6
1991-09-26,1002,dominicks,12567,1,2.33,29281.11
1991-10-03,1002,dominicks,12195,1,2.36,28780.199999999997
1991-10-10,1002,dominicks,16821,1,2.0,33642.0
1991-10-17,1002,dominicks,11241,1,2.13,23943.329999999998
1991-10-24,1002,dominicks,14769,1,2.45,36184.05
1991-10-31,1002,dominicks,9179,1,2.16,19826.640000000003
1991-11-07,1002,dominicks,13361,1,2.45,32734.45
1991-11-14,1002,dominicks,17157,1,2.61,44779.77
1991-11-21,1002,dominicks,17301,1,1.93,33390.93
1991-11-28,1002,dominicks,11529,1,2.26,26055.539999999997
1991-12-05,1002,dominicks,10721,1,2.62,28089.02
1991-12-12,1002,dominicks,13359,1,2.2,29389.800000000003
1991-12-19,1002,dominicks,9067,1,2.12,19222.04
1991-12-26,1002,dominicks,12816,1,1.93,24734.88
1992-01-02,1002,dominicks,16910,1,2.2,37202.0
1992-01-09,1002,dominicks,18502,1,2.43,44959.86
1992-01-16,1002,dominicks,12575,1,1.94,24395.5
1992-01-23,1002,dominicks,13822,1,2.34,32343.48
1992-01-30,1002,dominicks,15837,1,1.99,31515.63
1992-02-06,1002,dominicks,15880,1,1.99,31601.2
1992-02-13,1002,dominicks,9891,1,2.28,22551.48
1992-02-20,1002,dominicks,10987,1,2.3,25270.1
1992-02-27,1002,dominicks,11884,1,2.03,24124.519999999997
1992-03-05,1002,dominicks,16860,1,2.01,33888.6
1992-03-12,1002,dominicks,11823,1,2.26,26719.979999999996
1992-03-19,1002,dominicks,11573,1,2.16,24997.68
1992-03-26,1002,dominicks,17899,1,2.11,37766.89
1992-04-02,1002,dominicks,19618,1,2.04,40020.72
1992-04-09,1002,dominicks,13859,1,2.36,32707.239999999998
1992-04-16,1002,dominicks,14206,1,2.09,29690.539999999997
1992-04-23,1002,dominicks,18043,1,2.22,40055.46000000001
1992-04-30,1002,dominicks,11306,1,2.29,25890.74
1992-05-07,1002,dominicks,13529,1,2.56,34634.24
1992-05-14,1002,dominicks,16333,1,2.57,41975.81
1992-05-21,1002,dominicks,13053,1,2.49,32501.97
1992-05-28,1002,dominicks,11737,1,2.13,24999.809999999998
1992-06-04,1002,dominicks,11957,1,2.07,24750.989999999998
1992-06-11,1002,dominicks,16608,1,2.49,41353.920000000006
1992-06-18,1002,dominicks,15073,1,2.63,39641.99
1992-06-25,1002,dominicks,10881,1,2.16,23502.960000000003
1992-07-02,1002,dominicks,9384,1,2.66,24961.440000000002
1992-07-09,1002,dominicks,9029,1,1.92,17335.68
1992-07-16,1002,dominicks,14381,1,2.28,32788.68
1992-07-23,1002,dominicks,13214,1,2.55,33695.7
1992-07-30,1002,dominicks,12285,1,2.53,31081.05
1992-08-06,1002,dominicks,17355,1,2.52,43734.6
1992-08-13,1002,dominicks,13680,1,2.34,32011.199999999997
1992-08-20,1002,dominicks,17433,1,2.16,37655.280000000006
1992-08-27,1002,dominicks,9567,1,2.38,22769.46
1992-09-03,1002,dominicks,13669,1,2.67,36496.229999999996
1992-09-10,1002,dominicks,9918,1,2.41,23902.38
1992-09-17,1002,dominicks,16352,1,2.21,36137.92
1992-09-24,1002,dominicks,11015,1,2.33,25664.95
1992-10-01,1002,dominicks,10280,1,2.29,23541.2
