WeekStarting,Store,Brand,Quantity,Advert,Price,Revenue
1991-03-07,1003,dominicks,17559,1,1.93,33888.869999999995
1991-03-14,1003,dominicks,15760,1,2.67,42079.2
1991-03-21,1003,dominicks,13462,1,1.93,25981.66
1991-03-28,1003,dominicks,19029,1,2.11,40151.189999999995
1991-04-04,1003,dominicks,9975,1,2.11,21047.25
1991-04-11,1003,dominicks,9143,1,2.12,19383.16
1991-04-18,1003,dominicks,12397,1,2.08,25785.760000000002
1991-04-25,1003,dominicks,17352,1,1.98,34356.96
1991-05-02,1003,dominicks,19762,1,2.37,46835.94
1991-05-09,1003,dominicks,17596,1,2.12,37303.520000000004
1991-05-16,1003,dominicks,16774,1,2.16,36231.840000000004
1991-05-23,1003,dominicks,14530,1,2.34,34000.2
1991-05-30,1003,dominicks,18171,1,1.94,35251.74
1991-06-06,1003,dominicks,14769,1,2.11,31162.589999999997
1991-06-13,1003,dominicks,17929,1,2.55,45718.95
1991-06-20,1003,dominicks,17195,1,2.59,44535.049999999996
1991-06-27,1003,dominicks,11609,1,2.5,29022.5
1991-07-04,1003,dominicks,19148,1,2.5,47870.0
1991-07-11,1003,dominicks,15476,1,2.56,39618.56
1991-07-18,1003,dominicks,18976,1,2.29,43455.04
1991-07-25,1003,dominicks,18810,1,2.6,48906.0
1991-08-01,1003,dominicks,14553,1,2.48,36091.44
1991-08-08,1003,dominicks,14605,1,2.03,29648.149999999998
1991-08-15,1003,dominicks,19123,1,2.13,40731.99
1991-08-22,1003,dominicks,9953,1,1.92,19109.76
1991-08-29,1003,dominicks,18050,1,2.18,39349.0
1991-09-05,1003,dominicks,12957,1,2.35,30448.95
1991-09-12,1003,dominicks,17348,1,2.67,46319.159999999996
1991-09-19,1003,dominicks,13141,1,2.05,26939.05
1991-09-26,1003,dominicks,15455,1,2.59,40028.45
1991-10-03,1003,dominicks,18671,1,1.94,36221.74
1991-10-10,1003,dominicks,14468,1,2.11,30527.48
1991-10-17,1003,dominicks,17259,1,2.18,37624.62
1991-10-24,1003,dominicks,9051,1,2.62,23713.620000000003
1991-10-31,1003,dominicks,9490,1,2.2,20878.0
1991-11-07,1003,dominicks,10846,1,1.94,21041.239999999998
1991-11-14,1003,dominicks,15642,1,2.41,37697.22
1991-11-21,1003,dominicks,12783,1,1.99,25438.17
1991-11-28,1003,dominicks,14216,1,2.39,33976.240000000005
1991-12-05,1003,dominicks,9445,1,2.0,18890.0
1991-12-12,1003,dominicks,19325,1,2.15,41548.75
1991-12-19,1003,dominicks,19262,1,1.91,36790.42
1991-12-26,1003,dominicks,9684,1,2.07,20045.879999999997
1992-01-02,1003,dominicks,14648,1,1.9,27831.199999999997
1992-01-09,1003,dominicks,19984,1,1.95,38968.799999999996
1992-01-16,1003,dominicks,15581,1,1.99,31006.19
1992-01-23,1003,dominicks,10039,1,1.98,19877.22
1992-01-30,1003,dominicks,18739,1,2.41,45160.990000000005
1992-02-06,1003,dominicks,18195,1,1.95,35480.25
1992-02-13,1003,dominicks,18485,1,2.36,43624.6
1992-02-20,1003,dominicks,16559,1,2.59,42887.81
1992-02-27,1003,dominicks,16297,1,2.3,37483.1
1992-03-05,1003,dominicks,14819,1,2.11,31268.089999999997
1992-03-12,1003,dominicks,11818,1,2.52,29781.36
1992-03-19,1003,dominicks,17707,1,2.6,46038.200000000004
1992-03-26,1003,dominicks,9808,1,2.58,25304.64
1992-04-02,1003,dominicks,19820,1,2.35,46577.0
1992-04-09,1003,dominicks,10417,1,2.42,25209.14
1992-04-16,1003,dominicks,19783,1,2.31,45698.73
1992-04-23,1003,dominicks,14987,1,2.22,33271.14
1992-04-30,1003,dominicks,14615,1,2.02,29522.3
1992-05-07,1003,dominicks,12961,1,2.68,34735.48
1992-05-14,1003,dominicks,19896,1,2.22,44169.12
1992-05-21,1003,dominicks,17804,1,2.03,36142.119999999995
1992-05-28,1003,dominicks,19216,1,1.97,37855.52
1992-06-04,1003,dominicks,15483,1,2.03,31430.489999999998
1992-06-11,1003,dominicks,11897,1,2.35,27957.95
1992-06-18,1003,dominicks,12503,1,2.56,32007.68
1992-06-25,1003,dominicks,11853,1,2.38,28210.14
1992-07-02,1003,dominicks,14598,1,2.04,29779.920000000002
1992-07-09,1003,dominicks,9250,1,2.29,21182.5
1992-07-16,1003,dominicks,12953,1,2.01,26035.53
1992-07-23,1003,dominicks,19963,1,2.06,41123.78
1992-07-30,1003,dominicks,9052,1,2.1,19009.2
1992-08-06,1003,dominicks,17574,1,2.53,44462.219999999994
1992-08-13,1003,dominicks,19858,1,1.99,39517.42
1992-08-20,1003,dominicks,17279,1,2.24,38704.96000000001
1992-08-27,1003,dominicks,15232,1,2.36,35947.52
1992-09-03,1003,dominicks,10302,1,1.94,19985.88
1992-09-10,1003,dominicks,13502,1,2.16,29164.320000000003
1992-09-17,1003,dominicks,19644,1,2.67,52449.479999999996
1992-09-24,1003,dominicks,13860,1,2.29,31739.4
1992-10-01,1003,dominicks,11040,1,1.99,21969.6
